acc_no,strandedness
MN855967,unknown
MN855968,unknown
MN855969,dsDNA
MN855970,unknown
MN855971,unknown
MN855972,unknown
MN855973,dsDNA
MN855974,dsDNA
MN855975,dsDNA
MN855976,dsDNA
MN855977,dsDNA
MN855978,unknown
MN855979,unknown
MN855980,unknown
MN855981,unknown
MN855982,dsDNA
MN855983,unknown
MN855984,dsDNA
MN855985,dsDNA
MN855986,unknown
MN855987,unknown
MN855989,unknown
MN855990,unknown
MN855991,dsDNA
MN855992,unknown
MN855993,dsDNA
MN855994,unknown
MN855995,dsDNA
MN855996,unknown
MN855997,dsDNA
MN855998,dsDNA
MN855999,unknown
MN856000,dsDNA
MN856001,unknown
MN856002,dsDNA
MN856003,unknown
MN856004,dsDNA
MN856005,dsDNA
MN856006,dsDNA
MN856007,dsDNA
MN856008,dsDNA
MN856009,dsDNA
MN856010,unknown
MN856011,unknown
MN856012,dsDNA
MN856013,dsDNA
MN856014,dsDNA
MN856015,dsDNA
MN856016,unknown
MN856017,dsDNA
MN856018,dsDNA
MN856019,unknown
MN856020,dsDNA
MN856021,unknown
MN856022,unknown
MN856023,dsDNA
MN856024,unknown
MN856025,unknown
MN856026,dsDNA
MN856027,dsDNA
MN856028,dsDNA
MN856029,unknown
MN856030,dsDNA
MN856031,dsDNA
MN856032,unknown
MN856033,dsDNA
MN856034,dsDNA
MN856035,unknown
MN856036,dsDNA
MN856037,dsDNA
MN856038,dsDNA
MN856039,unknown
MN856040,unknown
MN856042,dsDNA
MN856043,dsDNA
MN856044,unknown
MN856045,dsDNA
MN856046,dsDNA
MN856047,dsDNA
MN856048,dsDNA
MN856049,dsDNA
MN856050,unknown
MN856051,dsDNA
MN856052,unknown
MN856053,dsDNA
MN856054,unknown
MN856055,dsDNA
MN856056,dsDNA
MN856057,unknown
MN856058,dsDNA
MN856059,dsDNA
MN856060,unknown
MN856061,dsDNA
MN856062,unknown
MN856063,dsDNA
MN856064,unknown
MN856065,unknown
MN856066,unknown
MN856068,dsDNA
MN856069,unknown
MN856070,dsDNA
MN856071,dsDNA
MN856072,unknown
MN856073,dsDNA
MN856074,dsDNA
MN856075,unknown
MN856076,dsDNA
MN856077,unknown
MN856078,unknown
MN856079,unknown
MN856080,unknown
MN856081,unknown
MN856082,unknown
MN856083,dsDNA
MN856084,unknown
MN856085,dsDNA
MN856086,dsDNA
MN856087,unknown
MN856088,dsDNA
MN856089,unknown
MN856090,dsDNA
MN856092,unknown
MN856094,unknown
MN856095,unknown
MN856096,dsDNA
MN856097,dsDNA
MN856099,unknown
MN856100,unknown
MN856101,dsDNA
MN856102,dsDNA
MN856103,dsDNA
MN856104,dsRNA
MN856105,dsRNA
MN856106,dsRNA
MN856107,unknown
MN856108,dsRNA
MN856109,dsDNA
MN856110,dsDNA
MN856111,dsDNA
MN856112,unknown
MN856113,unknown
MN856114,unknown
MN856115,unknown
MN856116,dsDNA
MN856117,unknown
MN856118,dsDNA
MN856119,dsDNA
MN856120,dsDNA
MN856121,unknown
MN857473,dsDNA
MN862068,dsDNA
MN862333,ssDNA(+)
MN862334,ssDNA(+)
MN862335,ssDNA(+)
MN862336,ssDNA(+)
MN862337,ssDNA(+)
MN862338,ssDNA(+)
MN862339,ssDNA(+)
MN862340,ssDNA(+)
MN862341,ssDNA(+)
MN862342,ssDNA(+)
MN862343,ssDNA(+)
MN862344,ssDNA(+)
MN862345,ssDNA(+)
MN862346,ssDNA(+)
MN862347,ssDNA(+)
MN864145,dsDNA
MN871440,dsDNA
MN871441,dsDNA
MN871442,dsDNA
MN871443,dsDNA
MN871444,dsDNA
MN871445,dsDNA
MN871446,dsDNA
MN871447,dsDNA
MN871448,dsDNA
MN871449,dsDNA
MN871450,dsDNA
MN871451,dsDNA
MN871452,dsDNA
MN871453,dsDNA
MN871454,dsDNA
MN871455,dsDNA
MN871456,dsDNA
MN871457,dsDNA
MN871458,dsDNA
MN871459,dsDNA
MN871460,dsDNA
MN871461,dsDNA
MN871462,dsDNA
MN871463,dsDNA
MN871464,dsDNA
MN871465,dsDNA
MN871466,dsDNA
MN871467,dsDNA
MN871468,dsDNA
MN871469,dsDNA
MN871470,dsDNA
MN871471,dsDNA
MN871472,dsDNA
MN871473,dsDNA
MN871474,dsDNA
MN871475,dsDNA
MN871476,dsDNA
MN871477,dsDNA
MN871478,dsDNA
MN871479,dsDNA
MN871480,dsDNA
MN871481,dsDNA
MN871482,dsDNA
MN871483,dsDNA
MN871484,dsDNA
MN871485,dsDNA
MN871486,dsDNA
MN871487,dsDNA
MN871488,dsDNA
MN871489,dsDNA
MN871490,dsDNA
MN871492,dsDNA
MN871493,dsDNA
MN871494,dsDNA
MN871496,dsDNA
MN871497,dsDNA
MN871499,dsDNA
MN871500,dsDNA
MN871501,dsDNA
MN871502,dsDNA
MN871503,dsDNA
MN871504,dsDNA
MN871505,dsDNA
MN871506,dsDNA
MN871507,dsDNA
MN871508,dsDNA
MN871509,dsDNA
MN871510,dsDNA
MN871511,dsDNA
MN876841,dsDNA
MN876842,dsDNA
MN876843,dsDNA
MN882349,dsDNA
MN882542,dsDNA
MN882551,dsDNA
MN882552,dsDNA
MN882553,dsDNA
MN882554,dsDNA
MN892483,dsDNA
MN892484,dsDNA
MN892485,dsDNA
MN892487,dsDNA
MN894885,dsDNA
MN895434,dsDNA
MN895435,dsDNA
MN895436,dsDNA
MN895437,dsDNA
MN895438,dsDNA
MN901520,dsDNA
MN901521,dsDNA
MN901924,dsDNA
MN904502,dsDNA
MN904510,dsDNA
MN906996,dsDNA
MN908683,dsDNA
MN908684,dsDNA
MN908685,dsDNA
MN908686,dsDNA
MN908689,dsDNA
MN908690,dsDNA
MN908691,dsDNA
MN908692,dsDNA
MN908693,dsDNA
MN908694,dsDNA
MN917146,dsDNA
MN927225,dsDNA
MN927226,dsDNA
MN937349,dsDNA
MN938931,dsDNA
MN939408,dsDNA
MN939539,dsDNA
MN939540,dsDNA
MN945899,dsDNA
MN945902,dsDNA
MN945903,dsDNA
MN953776,dsDNA
MN954399,dsDNA
MN956515,dsDNA
MN958086,dsDNA
MN966730,dsDNA
MN966731,dsDNA
MN966732,dsDNA
MN988459,dsDNA
MN988460,ssDNA(+)
MN988461,dsDNA
MN988462,dsDNA
MN988463,dsDNA
MN988464,ssDNA(+)
MN988465,dsDNA
MN988466,dsDNA
MN988467,ssDNA(+)
MN988468,dsDNA
MN988469,ssDNA(+)
MN988471,ssDNA(+)
MN988472,dsDNA
MN988473,ssDNA(+)
MN988474,ssDNA(+)
MN988475,ssDNA(+)
MN988476,ssDNA(+)
MN988477,ssDNA(+)
MN988478,ssDNA(+)
MN988479,ssDNA(+)
MN988480,ssDNA(+)
MN988481,unknown
MN988483,dsDNA
MN988484,dsDNA
MN988485,ssDNA(+)
MN988486,dsDNA
MN988487,dsDNA
MN988488,dsDNA
MN988489,ssDNA(+)
MN988490,dsDNA
MN988491,ssDNA(+)
MN988492,dsDNA
MN988493,dsDNA
MN988494,ssDNA(+)
MN988495,dsDNA
MN988496,dsDNA
MN988497,dsDNA
MN988498,ssDNA(+)
MN988499,ssDNA(+)
MN988500,dsDNA
MN988501,dsDNA
MN988502,dsDNA
MN988503,ssDNA(+)
MN988504,ssDNA(+)
MN988505,dsDNA
MN988506,dsDNA
MN988507,dsDNA
MN988510,dsDNA
MN988511,ssDNA(+)
MN988512,dsDNA
MN988513,dsDNA
MN988514,dsDNA
MN988515,dsDNA
MN988516,dsDNA
MN988517,dsDNA
MN988518,ssDNA(+)
MN988519,dsDNA
MN988520,dsDNA
MN988521,dsDNA
MN988522,dsDNA
MN988523,dsDNA
MN988524,dsDNA
MN988525,dsDNA
MN988526,dsDNA
MN988527,dsDNA
MN988528,dsDNA
MN988529,dsDNA
MN988530,dsDNA
MN988531,dsDNA
MN988532,dsDNA
MN988533,dsDNA
MN988534,dsDNA
MN988535,dsDNA
MN988536,dsDNA
MN988537,dsDNA
MN988538,dsDNA
MN988539,dsDNA
MN988540,dsDNA
MN988541,dsDNA
MN988542,dsDNA
MN988543,dsDNA
MN988544,dsDNA
MN988546,dsDNA
MN988547,dsDNA
MN988548,dsDNA
MN988549,dsDNA
MN988550,ssDNA(+)
MN988551,dsDNA
MN988552,dsDNA
MN988553,dsDNA
MN988554,dsDNA
MN988555,dsDNA
MN988556,dsDNA
MN988557,dsDNA
MN988558,dsDNA
MN994497,dsDNA
MN994498,dsDNA
MN994499,dsDNA
MN994500,dsDNA
MN994501,dsDNA
MN994503,dsDNA
MN995824,dsDNA
MN996301,dsDNA
MT001829,dsDNA
MT002873,dsDNA
MT002874,dsDNA
MT002875,dsDNA
MT002975,dsDNA
MT004791,dsDNA
MT006214,dsDNA
MT006234,dsDNA
MT006235,dsDNA
MT006236,dsDNA
MT006237,dsDNA
MT006238,dsDNA
MT006239,dsDNA
MT012729,dsDNA
MT012730,dsDNA
MT013111,dsDNA
MT023084,dsDNA
MT024860,dsDNA
MT024861,dsDNA
MT024862,dsDNA
MT024864,dsDNA
MT024865,dsDNA
MT024867,dsDNA
MT024869,dsDNA
MT024870,dsDNA
MT024871,dsDNA
MT024872,dsDNA
MT028491,dsDNA
MT028492,dsDNA
MT066160,dsDNA
MT074134,dsDNA
MT074135,dsDNA
MT074136,dsDNA
MT074137,dsDNA
MT074138,dsDNA
MT074139,dsDNA
MT074140,dsDNA
MT074141,dsDNA
MT074142,dsDNA
MT074143,dsDNA
MT074144,dsDNA
MT074145,dsDNA
MT074146,dsDNA
MT074147,dsDNA
MT074148,dsDNA
MT074149,dsDNA
MT074150,dsDNA
MT074151,dsDNA
MT074152,dsDNA
MT074153,dsDNA
MT074154,dsDNA
MT074155,dsDNA
MT074156,dsDNA
MT074157,dsDNA
MT074158,dsDNA
MT074159,dsDNA
MT074160,dsDNA
MT074430,dsDNA
MT074431,dsDNA
MT074432,dsDNA
MT074434,dsDNA
MT074435,dsDNA
MT074437,dsDNA
MT074438,dsDNA
MT074440,dsDNA
MT074441,dsDNA
MT074442,dsDNA
MT074443,dsDNA
MT074444,dsDNA
MT074445,dsDNA
MT074446,dsDNA
MT074447,dsDNA
MT074451,dsDNA
MT074452,dsDNA
MT074453,dsDNA
MT074454,dsDNA
MT074455,dsDNA
MT074456,dsDNA
MT074460,dsDNA
MT074461,dsDNA
MT074463,dsDNA
MT074464,dsDNA
MT074467,dsDNA
MT074468,dsDNA
MT074473,dsDNA
MT074476,dsDNA
MT074481,dsDNA
MT074483,dsDNA
MT074484,dsDNA
MT075871,dsDNA
MT080582,dsDNA
MT080583,dsDNA
MT080584,dsDNA
MT080585,dsDNA
MT080586,dsDNA
MT080587,dsDNA
MT080588,dsDNA
MT080589,dsDNA
MT080590,dsDNA
MT080591,dsDNA
MT080592,dsDNA
MT080593,dsDNA
MT080594,dsDNA
MT080596,dsDNA
MT080597,dsDNA
MT080598,dsDNA
MT080599,dsDNA
MT080600,dsDNA
MT080601,dsDNA
MT080602,dsDNA
MT080603,dsDNA
MT084350,dsDNA
MT090077,dsDNA
MT094430,dsDNA
MT094431,dsDNA
MT104122,dsDNA
MT104465,dsDNA
MT104466,dsDNA
MT104467,dsDNA
MT104468,dsDNA
MT104469,dsDNA
MT104470,dsDNA
MT104471,dsDNA
MT104472,dsDNA
MT104473,dsDNA
MT104474,dsDNA
MT104475,dsDNA
MT104476,dsDNA
MT104477,dsDNA
MT108723,dsDNA
MT108724,dsDNA
MT108726,dsDNA
MT108727,dsDNA
MT108728,dsDNA
MT108729,dsDNA
MT108730,dsDNA
MT108731,dsDNA
MT110073,dsDNA
MT114158,dsDNA
MT114159,dsDNA
MT114160,dsDNA
MT114161,dsDNA
MT114162,dsDNA
MT114163,dsDNA
MT114165,dsDNA
MT114166,dsDNA
MT114167,dsDNA
MT118288,dsDNA
MT118290,dsDNA
MT118291,dsDNA
MT118294,dsDNA
MT118295,dsDNA
MT118296,dsDNA
MT118297,dsDNA
MT118298,dsDNA
MT118299,dsDNA
MT118300,dsDNA
MT118301,dsDNA
MT118302,dsDNA
MT118303,dsDNA
MT118304,dsDNA
MT118305,dsDNA
MT119359,dsDNA
MT119360,dsDNA
MT119361,dsDNA
MT119362,dsDNA
MT119363,dsDNA
MT119364,dsDNA
MT119365,dsDNA
MT119366,dsDNA
MT119367,dsDNA
MT119368,dsDNA
MT119369,dsDNA
MT119370,dsDNA
MT119371,dsDNA
MT119372,dsDNA
MT119373,dsDNA
MT119375,dsDNA
MT119376,dsDNA
MT129652,dsDNA
MT129653,dsDNA
MT129654,dsDNA
MT129655,dsDNA
MT133560,dsDNA
MT133561,dsDNA
MT133562,dsDNA
MT133563,dsDNA
MT135024,dsDNA
MT135025,dsDNA
MT135026,dsDNA
MT135176,dsDNA
MT135255,ssDNA(+)
MT135256,ssDNA(+)
MT135257,ssDNA(+)
MT135258,ssDNA(+)
MT135259,ssDNA(+)
MT135260,ssDNA(+)
MT135261,ssDNA(+)
MT135262,ssDNA(+)
MT135263,ssDNA(+)
MT135264,ssDNA(+)
MT135265,ssDNA(+)
MT135266,ssDNA(+)
MT135267,ssDNA(+)
MT135268,ssDNA(+)
MT135269,ssDNA(+)
MT135270,ssDNA(+)
MT135271,ssDNA(+)
MT135272,ssDNA(+)
MT135273,ssDNA(+)
MT135274,ssDNA(+)
MT135275,ssDNA(+)
MT135276,ssDNA(+)
MT135277,ssDNA(+)
MT135278,ssDNA(+)
MT135279,ssDNA(+)
MT135280,ssDNA(+)
MT135281,ssDNA(+)
MT135282,ssDNA(+)
MT135284,ssDNA(+)
MT135285,ssDNA(+)
MT135286,ssDNA(+)
MT135287,ssDNA(+)
MT135288,ssDNA(+)
MT135289,ssDNA(+)
MT135290,ssDNA(+)
MT135291,ssDNA(+)
MT135292,ssDNA(+)
MT135293,ssDNA(+)
MT135294,ssDNA(+)
MT135295,ssDNA(+)
MT135296,ssDNA(+)
MT135297,ssDNA(+)
MT135298,ssDNA(+)
MT135299,ssDNA(+)
MT135300,ssDNA(+)
MT135301,ssDNA(+)
MT135302,ssDNA(+)
MT135303,ssDNA(+)
MT135304,ssDNA(+)
MT135305,ssDNA(+)
MT135306,ssDNA(+)
MT135307,ssDNA(+)
MT135308,ssDNA(+)
MT135309,ssDNA(+)
MT135310,ssDNA(+)
MT135311,ssDNA(+)
MT135312,ssDNA(+)
MT135313,ssDNA(+)
MT135314,ssDNA(+)
MT135326,ssDNA(+)
MT135327,ssDNA(+)
MT135328,ssDNA(+)
MT135329,ssDNA(+)
MT135330,ssDNA(+)
MT135331,ssDNA(+)
MT135332,ssDNA(+)
MT135333,ssDNA(+)
MT135334,ssDNA(+)
MT135335,ssDNA(+)
MT135336,ssDNA(+)
MT135337,ssDNA(+)
MT135338,ssDNA(+)
MT135339,ssDNA(+)
MT135340,ssDNA(+)
MT135341,ssDNA(+)
MT135342,ssDNA(+)
MT135343,ssDNA(+)
MT135344,ssDNA(+)
MT135345,ssDNA(+)
MT135346,ssDNA(+)
MT135347,ssDNA(+)
MT135348,ssDNA(+)
MT135349,ssDNA(+)
MT135350,ssDNA(+)
MT135351,ssDNA(+)
MT135352,ssDNA(+)
MT135353,ssDNA(+)
MT135354,ssDNA(+)
MT135355,ssDNA(+)
MT135356,ssDNA(+)
MT135357,ssDNA(+)
MT135358,ssDNA(+)
MT135359,ssDNA(+)
MT135360,ssDNA(+)
MT135361,ssDNA(+)
MT135362,ssDNA(+)
MT135363,ssDNA(+)
MT135364,ssDNA(+)
MT135365,ssDNA(+)
MT135366,ssDNA(+)
MT135367,ssDNA(+)
MT135368,ssDNA(+)
MT135369,ssDNA(+)
MT135370,ssDNA(+)
MT135371,ssDNA(+)
MT135372,ssDNA(+)
MT135373,ssDNA(+)
MT135374,ssDNA(+)
MT135375,ssDNA(+)
MT135376,ssDNA(+)
MT135377,ssDNA(+)
MT135378,ssDNA(+)
MT135379,ssDNA(+)
MT135380,ssDNA(+)
MT135381,ssDNA(+)
MT135382,ssDNA(+)
MT135383,ssDNA(+)
MT135384,ssDNA(+)
MT135385,ssDNA(+)
MT135386,ssDNA(+)
MT135387,ssDNA(+)
MT135388,ssDNA(+)
MT135389,ssDNA(+)
MT135390,ssDNA(+)
MT135391,ssDNA(+)
MT135392,ssDNA(+)
MT135393,ssDNA(+)
MT135394,ssDNA(+)
MT135395,ssDNA(+)
MT135396,ssDNA(+)
MT135397,ssDNA(+)
MT135398,ssDNA(+)
MT135399,ssDNA(+)
MT135400,ssDNA(+)
MT135401,ssDNA(+)
MT135402,ssDNA(+)
MT135403,ssDNA(+)
MT135404,ssDNA(+)
MT135405,ssDNA(+)
MT135406,ssDNA(+)
MT135407,ssDNA(+)
MT135408,ssDNA(+)
MT135409,ssDNA(+)
MT135410,ssDNA(+)
MT135411,ssDNA(+)
MT135412,ssDNA(+)
MT135413,ssDNA(+)
MT135414,ssDNA(+)
MT135415,ssDNA(+)
MT135416,ssDNA(+)
MT135417,ssDNA(+)
MT135418,ssDNA(+)
MT135419,ssDNA(+)
MT135420,ssDNA(+)
MT135421,ssDNA(+)
MT135422,ssDNA(+)
MT135423,ssDNA(+)
MT135424,ssDNA(+)
MT135425,ssDNA(+)
MT135426,ssDNA(+)
MT135427,ssDNA(+)
MT135428,ssDNA(+)
MT135429,ssDNA(+)
MT135430,ssDNA(+)
MT135431,ssDNA(+)
MT135432,ssDNA(+)
MT135433,ssDNA(+)
MT135434,ssDNA(+)
MT135435,ssDNA(+)
MT135436,ssDNA(+)
MT135437,ssDNA(+)
MT135438,ssDNA(+)
MT135439,ssDNA(+)
MT135440,ssDNA(+)
MT135441,ssDNA(+)
MT135442,ssDNA(+)
MT135443,ssDNA(+)
MT135444,ssDNA(+)
MT135445,ssDNA(+)
MT135446,ssDNA(+)
MT135447,ssDNA(+)
MT135448,ssDNA(+)
MT135449,ssDNA(+)
MT135450,ssDNA(+)
MT135451,ssDNA(+)
MT135452,ssDNA(+)
MT135453,ssDNA(+)
MT135454,ssDNA(+)
MT135455,ssDNA(+)
MT135456,ssDNA(+)
MT135457,ssDNA(+)
MT135458,ssDNA(+)
MT135459,ssDNA(+)
MT135460,ssDNA(+)
MT135461,ssDNA(+)
MT135462,ssDNA(+)
MT135463,ssDNA(+)
MT135464,ssDNA(+)
MT136606,dsDNA
MT150133,dsDNA
MT151386,dsDNA
MT151604,dsDNA
MT152150,dsDNA
MT152698,dsDNA
MT157285,dsDNA
MT161381,dsDNA
MT161382,dsDNA
MT161383,dsDNA
MT161384,dsDNA
MT161385,dsDNA
MT161386,dsDNA
MT161387,dsDNA
MT161459,dsDNA
MT162466,dsDNA
MT162467,dsDNA
MT162468,dsDNA
MT176424,dsDNA
MT176425,dsDNA
MT176426,dsDNA
MT176427,dsDNA
MT178448,dsDNA
MT178766,dsDNA
MT178767,dsDNA
MT179807,dsDNA
MT188223,dsDNA
MT188704,dsDNA
MT192033,unknown
MT197175,dsDNA
MT197176,dsDNA
MT210152,dsDNA
MT210154,dsDNA
MT215167,dsDNA
MT225100,dsDNA
MT225101,dsDNA
MT226657,unknown
MT227924,dsDNA
MT227925,dsDNA
MT233524,dsDNA
MT233525,dsDNA
MT234338,dsDNA
MT234339,dsDNA
MT234340,dsDNA
MT234341,dsDNA
MT234342,dsDNA
MT234343,dsDNA
MT234670,dsDNA
MT241605,dsDNA
MT241607,dsDNA
MT251347,dsDNA
MT251348,dsDNA
MT254578,dsDNA
MT259468,dsDNA
MT261384,dsDNA
MT263719,dsDNA
MT270409,dsDNA
MT276994,dsDNA
MT303952,dsDNA
MT309912,ssDNA(+)
MT309913,ssDNA(+)
MT309914,ssDNA(+)
MT309915,ssDNA(+)
MT309916,ssDNA(+)
MT309917,ssDNA(+)
MT309918,ssDNA(+)
MT309919,ssDNA(+)
MT309920,ssDNA(+)
MT309921,ssDNA(+)
MT309922,ssDNA(+)
MT309923,ssDNA(+)
MT309924,ssDNA(+)
MT309925,ssDNA(+)
MT309926,ssDNA(+)
MT309927,ssDNA(+)
MT309928,ssDNA(+)
MT309929,ssDNA(+)
MT309930,ssDNA(+)
MT309931,ssDNA(+)
MT309932,ssDNA(+)
MT309933,ssDNA(+)
MT309934,ssDNA(+)
MT309935,ssDNA(+)
MT309936,ssDNA(+)
MT309937,ssDNA(+)
MT309938,ssDNA(+)
MT309939,ssDNA(+)
MT309940,ssDNA(+)
MT309941,ssDNA(+)
MT309942,ssDNA(+)
MT309943,ssDNA(+)
MT309944,ssDNA(+)
MT309945,ssDNA(+)
MT309946,ssDNA(+)
MT309947,ssDNA(+)
MT309948,ssDNA(+)
MT309949,ssDNA(+)
MT309950,ssDNA(+)
MT309951,ssDNA(+)
MT309952,ssDNA(+)
MT309953,ssDNA(+)
MT309954,ssDNA(+)
MT309955,ssDNA(+)
MT309956,ssDNA(+)
MT309957,ssDNA(+)
MT309958,ssDNA(+)
MT309959,ssDNA(+)
MT309960,ssDNA(+)
MT309961,ssDNA(+)
MT309962,ssDNA(+)
MT309963,ssDNA(+)
MT309964,ssDNA(+)
MT309965,ssDNA(+)
MT309966,ssDNA(+)
MT309967,ssDNA(+)
MT309968,ssDNA(+)
MT309969,ssDNA(+)
MT309970,ssDNA(+)
MT309971,ssDNA(+)
MT309972,ssDNA(+)
MT309973,ssDNA(+)
MT309974,ssDNA(+)
MT309975,ssDNA(+)
MT309976,ssDNA(+)
MT309977,ssDNA(+)
MT309978,ssDNA(+)
MT309979,ssDNA(+)
MT309980,ssDNA(+)
MT309981,ssDNA(+)
MT309982,ssDNA(+)
MT309983,ssDNA(+)
MT309984,ssDNA(+)
MT309985,ssDNA(+)
MT309986,ssDNA(+)
MT309987,ssDNA(+)
MT309988,ssDNA(+)
MT309989,ssDNA(+)
MT309990,ssDNA(+)
MT309991,ssDNA(+)
MT309992,ssDNA(+)
MT309993,ssDNA(+)
MT309994,ssDNA(+)
MT309995,ssDNA(+)
MT309996,ssDNA(+)
MT309997,ssDNA(+)
MT309998,ssDNA(+)
MT309999,ssDNA(+)
MT310000,ssDNA(+)
MT310001,ssDNA(+)
MT310002,ssDNA(+)
MT310003,ssDNA(+)
MT310004,ssDNA(+)
MT310005,ssDNA(+)
MT310006,ssDNA(+)
MT310007,ssDNA(+)
MT310008,ssDNA(+)
MT310009,ssDNA(+)
MT310010,ssDNA(+)
MT310011,ssDNA(+)
MT310012,ssDNA(+)
MT310013,ssDNA(+)
MT310014,ssDNA(+)
MT310015,ssDNA(+)
MT310016,ssDNA(+)
MT310017,ssDNA(+)
MT310018,ssDNA(+)
MT310019,ssDNA(+)
MT310020,ssDNA(+)
MT310021,ssDNA(+)
MT310022,ssDNA(+)
MT310023,ssDNA(+)
MT310024,ssDNA(+)
MT310025,ssDNA(+)
MT310026,ssDNA(+)
MT310027,ssDNA(+)
MT310029,ssDNA(+)
MT310030,ssDNA(+)
MT310033,ssDNA(+)
MT310034,ssDNA(+)
MT310035,ssDNA(+)
MT310036,ssDNA(+)
MT310038,ssDNA(+)
MT310039,ssDNA(+)
MT310040,ssDNA(+)
MT310041,ssDNA(+)
MT310042,ssDNA(+)
MT310043,ssDNA(+)
MT310044,ssDNA(+)
MT310045,ssDNA(+)
MT310046,ssDNA(+)
MT310047,ssDNA(+)
MT310048,ssDNA(+)
MT310049,ssDNA(+)
MT310050,ssDNA(+)
MT310051,ssDNA(+)
MT310052,ssDNA(+)
MT310053,ssDNA(+)
MT310054,ssDNA(+)
MT310055,ssDNA(+)
MT310056,ssDNA(+)
MT310057,ssDNA(+)
MT310058,ssDNA(+)
MT310059,ssDNA(+)
MT310060,ssDNA(+)
MT310061,ssDNA(+)
MT310062,ssDNA(+)
MT310063,ssDNA(+)
MT310064,ssDNA(+)
MT310065,ssDNA(+)
MT310066,ssDNA(+)
MT310067,ssDNA(+)
MT310068,ssDNA(+)
MT310069,ssDNA(+)
MT310070,ssDNA(+)
MT310071,ssDNA(+)
MT310072,ssDNA(+)
MT310073,ssDNA(+)
MT310074,ssDNA(+)
MT310075,ssDNA(+)
MT310076,ssDNA(+)
MT310077,ssDNA(+)
MT310078,ssDNA(+)
MT310079,ssDNA(+)
MT310080,ssDNA(+)
MT310081,ssDNA(+)
MT310082,ssDNA(+)
MT310083,ssDNA(+)
MT310084,ssDNA(+)
MT310085,ssDNA(+)
MT310086,ssDNA(+)
MT310087,ssDNA(+)
MT310088,ssDNA(+)
MT310089,ssDNA(+)
MT310090,ssDNA(+)
MT310091,ssDNA(+)
MT310092,ssDNA(+)
MT310093,ssDNA(+)
MT310094,ssDNA(+)
MT310095,ssDNA(+)
MT310096,ssDNA(+)
MT310097,ssDNA(+)
MT310098,ssDNA(+)
MT310099,ssDNA(+)
MT310100,ssDNA(+)
MT310101,ssDNA(+)
MT310102,ssDNA(+)
MT310103,ssDNA(+)
MT310104,ssDNA(+)
MT310105,ssDNA(+)
MT310106,ssDNA(+)
MT310107,ssDNA(+)
MT310108,ssDNA(+)
MT310109,ssDNA(+)
MT310110,ssDNA(+)
MT310111,ssDNA(+)
MT310112,ssDNA(+)
MT310113,ssDNA(+)
MT310114,ssDNA(+)
MT310115,ssDNA(+)
MT310116,ssDNA(+)
MT310117,ssDNA(+)
MT310118,ssDNA(+)
MT310119,ssDNA(+)
MT310120,ssDNA(+)
MT310121,ssDNA(+)
MT310122,ssDNA(+)
MT310123,ssDNA(+)
MT310124,ssDNA(+)
MT310125,ssDNA(+)
MT310126,ssDNA(+)
MT310127,ssDNA(+)
MT310128,ssDNA(+)
MT310129,ssDNA(+)
MT310130,ssDNA(+)
MT310131,ssDNA(+)
MT310132,ssDNA(+)
MT310133,ssDNA(+)
MT310134,ssDNA(+)
MT310135,ssDNA(+)
MT310136,ssDNA(+)
MT310137,ssDNA(+)
MT310138,ssDNA(+)
MT310139,ssDNA(+)
MT310140,ssDNA(+)
MT310141,ssDNA(+)
MT310142,ssDNA(+)
MT310143,ssDNA(+)
MT310144,ssDNA(+)
MT310145,ssDNA(+)
MT310146,ssDNA(+)
MT310147,ssDNA(+)
MT310148,ssDNA(+)
MT310149,ssDNA(+)
MT310150,ssDNA(+)
MT310151,ssDNA(+)
MT310152,ssDNA(+)
MT310153,ssDNA(+)
MT310154,ssDNA(+)
MT310155,ssDNA(+)
MT310156,ssDNA(+)
MT310157,ssDNA(+)
MT310158,ssDNA(+)
MT310159,ssDNA(+)
MT310160,ssDNA(+)
MT310161,ssDNA(+)
MT310162,ssDNA(+)
MT310163,ssDNA(+)
MT310164,ssDNA(+)
MT310165,ssDNA(+)
MT310166,ssDNA(+)
MT310167,ssDNA(+)
MT310168,ssDNA(+)
MT310169,ssDNA(+)
MT310170,ssDNA(+)
MT310171,ssDNA(+)
MT310172,ssDNA(+)
MT310173,ssDNA(+)
MT310174,ssDNA(+)
MT310175,ssDNA(+)
MT310176,ssDNA(+)
MT310177,ssDNA(+)
MT310178,ssDNA(+)
MT310179,ssDNA(+)
MT310180,ssDNA(+)
MT310181,ssDNA(+)
MT310182,ssDNA(+)
MT310183,ssDNA(+)
MT310184,ssDNA(+)
MT310185,ssDNA(+)
MT310186,ssDNA(+)
MT310187,ssDNA(+)
MT310188,ssDNA(+)
MT310189,ssDNA(+)
MT310190,ssDNA(+)
MT310191,ssDNA(+)
MT310192,ssDNA(+)
MT310193,ssDNA(+)
MT310194,ssDNA(+)
MT310195,ssDNA(+)
MT310196,ssDNA(+)
MT310197,ssDNA(+)
MT310198,ssDNA(+)
MT310199,ssDNA(+)
MT310200,ssDNA(+)
MT310201,ssDNA(+)
MT310202,ssDNA(+)
MT310203,ssDNA(+)
MT310204,ssDNA(+)
MT310205,ssDNA(+)
MT310206,ssDNA(+)
MT310207,ssDNA(+)
MT310208,ssDNA(+)
MT310209,ssDNA(+)
MT310210,ssDNA(+)
MT310211,ssDNA(+)
MT310212,ssDNA(+)
MT310213,ssDNA(+)
